f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f jV0300m jV0300f jV0500m jV0500f 
1.83074e+08 5.0627e-06 -11.3399 0.999473 0.005112 0 0 37.7709 108.896 1 -0 0.0377387 108.752 0.615332 -99.596
1.87382e+08 5.0577e-06 -11.0895 0.999474 0.00502161 0 0 37.0046 108.432 1 -0 0.0369732 108.285 0.627985 -99.4524
1.91791e+08 5.05292e-06 -10.8441 0.999475 0.00493174 0 0 36.2499 107.976 1 -0 0.0362192 107.825 0.640953 -99.3082
1.96304e+08 5.04834e-06 -10.6039 0.999476 0.00484246 0 0 35.5068 107.526 1 -0 0.0354768 107.372 0.654244 -99.1635
2.00923e+08 5.04395e-06 -10.3686 0.999478 0.00475383 0 0 34.7754 107.082 1 -0 0.0347462 106.925 0.667867 -99.0184
2.05651e+08 5.03976e-06 -10.1381 0.999479 0.00466591 0 0 34.0557 106.646 1 -0 0.0340272 106.485 0.68183 -98.8732
2.1049e+08 5.03574e-06 -9.91251 0.99948 0.00457876 0 0 33.3477 106.216 1 -0 0.0333199 106.051 0.696142 -98.728
2.15443e+08 5.0319e-06 -9.69162 0.999481 0.00449242 0 0 32.6515 105.792 1 -0 0.0326244 105.623 0.710812 -98.583
2.20513e+08 5.02822e-06 -9.47536 0.999482 0.00440693 0 0 31.967 105.375 1 -0 0.0319406 105.202 0.725848 -98.4382
2.25702e+08 5.02471e-06 -9.26367 0.999483 0.00432235 0 0 31.2942 104.964 1 -0 0.0312685 104.787 0.74126 -98.2939
2.31013e+08 5.02134e-06 -9.05645 0.999484 0.0042387 0 0 30.633 104.559 1 -0 0.0306081 104.378 0.757056 -98.1501
2.36449e+08 5.01813e-06 -8.85364 0.999485 0.00415603 0 0 29.9835 104.16 1 -0 0.0299593 103.975 0.773247 -98.007
2.42013e+08 5.01505e-06 -8.65514 0.999485 0.00407436 0 0 29.3456 103.768 1 -0 0.029322 103.578 0.789841 -97.8646
2.47708e+08 5.01211e-06 -8.46089 0.999486 0.00399371 0 0 28.7192 103.381 1 -0 0.0286963 103.187 0.806849 -97.7232
2.53536e+08 5.00929e-06 -8.27081 0.999487 0.00391413 0 0 28.1042 103 1 -0 0.0280819 102.801 0.824281 -97.5827
2.59502e+08 5.0066e-06 -8.08481 0.999488 0.00383562 0 0 27.5006 102.624 1 -0 0.027479 102.421 0.842146 -97.4434
2.65609e+08 5.00403e-06 -7.90282 0.999489 0.0037582 0 0 26.9083 102.254 1 -0 0.0268872 102.046 0.860455 -97.3052
2.71859e+08 5.00156e-06 -7.72477 0.999489 0.0036819 0 0 26.3271 101.89 1 -0 0.0263067 101.677 0.879218 -97.1682
2.78256e+08 4.99921e-06 -7.55058 0.99949 0.00360672 0 0 25.7569 101.53 1 -0 0.0257371 101.312 0.898447 -97.0326
2.84804e+08 4.99696e-06 -7.38018 0.999491 0.00353268 0 0 25.1977 101.176 1 -0 0.0251785 100.953 0.918152 -96.8983
2.91505e+08 4.99481e-06 -7.21348 0.999491 0.00345978 0 0 24.6493 100.827 1 -0 0.0246308 100.599 0.938345 -96.7655
2.98365e+08 4.99276e-06 -7.05043 0.999492 0.00338804 0 0 24.1117 100.483 1 -0 0.0240937 100.249 0.959036 -96.6342
3.05386e+08 4.99079e-06 -6.89095 0.999492 0.00331745 0 0 23.5846 100.144 1 -0 0.0235672 99.9046 0.980239 -96.5045
3.12572e+08 4.98892e-06 -6.73496 0.999493 0.00324803 0 0 23.0679 99.8091 1 -2.3528e-16 0.0230511 99.5643 1.00196 -96.3764
3.19927e+08 4.98712e-06 -6.5824 0.999494 0.00317976 0 0 22.5616 99.4789 1 -6.87205e-17 0.0225454 99.2284 1.02422 -96.2499
3.27455e+08 4.98541e-06 -6.4332 0.999494 0.00311266 0 0 22.0655 99.1532 1 7.171e-16 0.0220498 98.8968 1.04703 -96.1251
3.3516e+08 4.98377e-06 -6.28729 0.999494 0.00304671 0 0 21.5793 98.8317 1 5.85095e-16 0.0215642 98.5693 1.0704 -96.002
3.43047e+08 4.9822e-06 -6.14461 0.999495 0.00298193 0 0 21.1031 98.5144 1 7.73397e-16 0.0210886 98.2459 1.09434 -95.8806
3.51119e+08 4.98071e-06 -6.00509 0.999495 0.00291829 0 0 20.6367 98.2011 1 2.72164e-16 0.0206226 97.9263 1.11886 -95.761
3.59381e+08 4.97928e-06 -5.86866 0.999496 0.0028558 0 0 20.1798 97.8917 1 -8.54153e-17 0.0201663 97.6105 1.14399 -95.6432
3.67838e+08 4.97791e-06 -5.73525 0.999496 0.00279446 0 0 19.7324 97.5861 1 -4.44159e-16 0.0197194 97.2982 1.16973 -95.5272
3.76494e+08 4.97661e-06 -5.60482 0.999497 0.00273424 0 0 19.2943 97.2841 1 -8.94143e-16 0.0192819 96.9895 1.1961 -95.413
3.85353e+08 4.97536e-06 -5.47729 0.999497 0.00267515 0 0 18.8653 96.9856 1 3.88251e-18 0.0188534 96.6841 1.22311 -95.3006
3.94421e+08 4.97417e-06 -5.35261 0.999497 0.00261717 0 0 18.4454 96.6904 1 2.92741e-16 0.018434 96.3818 1.25078 -95.19
4.03702e+08 4.97303e-06 -5.23071 0.999498 0.0025603 0 0 18.0343 96.3985 1 -1.16475e-17 0.0180235 96.0827 1.27912 -95.0813
4.13201e+08 4.97194e-06 -5.11154 0.999498 0.00250452 0 0 17.632 96.1096 1 5.26081e-16 0.0176216 95.7865 1.30815 -94.9743
4.22924e+08 4.9709e-06 -4.99503 0.999498 0.00244982 0 0 17.2381 95.8238 1 -6.7944e-17 0.0172283 95.4931 1.33789 -94.8693
4.32876e+08 4.96991e-06 -4.88114 0.999499 0.00239619 0 0 16.8528 95.5408 1 -4.7289e-16 0.0168434 95.2024 1.36834 -94.766
4.43062e+08 4.96897e-06 -4.76981 0.999499 0.00234362 0 0 16.4756 95.2605 1 -1.52195e-16 0.0164668 94.9142 1.39953 -94.6646
4.53488e+08 4.96806e-06 -4.66097 0.999499 0.00229209 0 0 16.1066 94.9828 1 1.00945e-17 0.0160982 94.6284 1.43148 -94.5649
4.64159e+08 4.9672e-06 -4.55458 0.999499 0.0022416 0 0 15.7455 94.7075 1 -6.20037e-16 0.0157377 94.3448 1.4642 -94.4671
4.75081e+08 4.96637e-06 -4.45059 0.9995 0.00219212 0 0 15.3923 94.4345 1 1.77819e-16 0.0153849 94.0634 1.49771 -94.3711
4.8626e+08 4.96558e-06 -4.34894 0.9995 0.00214364 0 0 15.0467 94.1638 1 4.58137e-16 0.0150398 93.784 1.53202 -94.2768
4.97702e+08 4.96483e-06 -4.24959 0.9995 0.00209615 0 0 14.7087 93.8951 1 -3.2186e-16 0.0147022 93.5065 1.56716 -94.1843
5.09414e+08 4.96411e-06 -4.15247 0.9995 0.00204963 0 0 14.378 93.6283 1 2.91188e-16 0.0143721 93.2306 1.60315 -94.0936
5.21401e+08 4.96342e-06 -4.05755 0.999501 0.00200408 0 0 14.0546 93.3633 1 -1.24629e-16 0.0140491 92.9564 1.64001 -94.0046
5.3367e+08 4.96277e-06 -3.96478 0.999501 0.00195946 0 0 13.7383 93.1 1 -4.54254e-16 0.0137333 92.6836 1.67774 -93.9173
5.46228e+08 4.96214e-06 -3.8741 0.999501 0.00191578 0 0 13.429 92.8383 1 -1.79372e-16 0.0134244 92.4122 1.71639 -93.8317
5.59081e+08 4.96154e-06 -3.78548 0.999501 0.00187301 0 0 13.1265 92.5779 1 6.21202e-18 0.0131224 92.142 1.75596 -93.7478
5.72237e+08 4.96097e-06 -3.69887 0.999501 0.00183114 0 0 12.8307 92.3189 1 -6.55756e-16 0.012827 91.8728 1.79648 -93.6655
5.85702e+08 4.96043e-06 -3.61422 0.999502 0.00179016 0 0 12.5414 92.061 1 -9.24038e-17 0.0125382 91.6045 1.83797 -93.5849
5.99484e+08 4.95991e-06 -3.53149 0.999502 0.00175004 0 0 12.2586 91.8041 1 -8.96861e-17 0.0122559 91.3371 1.88046 -93.5059
6.13591e+08 4.95941e-06 -3.45063 0.999502 0.00171077 0 0 11.9821 91.5482 1 1.19581e-16 0.0119798 91.0703 1.92396 -93.4285
6.28029e+08 4.95893e-06 -3.37162 0.999502 0.00167235 0 0 11.7118 91.293 1 -1.34335e-16 0.0117099 90.804 1.9685 -93.3526
6.42807e+08 4.95848e-06 -3.2944 0.999502 0.00163475 0 0 11.4475 91.0384 1 -7.74561e-17 0.0114461 90.5382 2.0141 -93.2783
6.57933e+08 4.95805e-06 -3.21893 0.999502 0.00159795 0 0 11.1891 90.7844 1 -3.66703e-16 0.0111882 90.2726 2.06079 -93.2055
6.73415e+08 4.95763e-06 -3.14519 0.999502 0.00156195 0 0 10.9365 90.5308 1 9.68687e-17 0.0109361 90.0072 2.1086 -93.1343
6.89261e+08 4.95724e-06 -3.07312 0.999503 0.00152673 0 0 10.6896 90.2774 1 -1.6326e-16 0.0106896 89.7417 2.15755 -93.0645
7.0548e+08 4.95686e-06 -3.00269 0.999503 0.00149227 0 0 10.4483 90.0242 1 -5.45493e-17 0.0104487 89.4761 2.20766 -92.9961
7.22081e+08 4.9565e-06 -2.93386 0.999503 0.00145856 0 0 10.2124 89.771 1 6.36732e-17 0.0102133 89.2103 2.25897 -92.9292
7.39072e+08 4.95616e-06 -2.86661 0.999503 0.00142559 0 0 9.98188 89.5177 1 -2.91188e-17 0.00998322 88.9441 2.31149 -92.8637
7.56463e+08 4.95583e-06 -2.80088 0.999503 0.00139334 0 0 9.75655 89.2641 1 -1.65201e-16 0.00975835 88.6773 2.36527 -92.7996
7.74264e+08 4.95552e-06 -2.73666 0.999503 0.00136179 0 0 9.53634 89.0102 1 -2.91188e-18 0.00953859 88.4099 2.42033 -92.7369
7.92483e+08 4.95522e-06 -2.6739 0.999503 0.00133094 0 0 9.32112 88.7558 1 -2.5314e-16 0.00932383 88.1417 2.47669 -92.6755
8.11131e+08 4.95493e-06 -2.61258 0.999503 0.00130076 0 0 9.11081 88.5007 1 -3.33508e-16 0.00911397 87.8726 2.5344 -92.6153
8.30218e+08 4.95466e-06 -2.55265 0.999503 0.00127125 0 0 8.90529 88.2449 1 1.38023e-16 0.00890891 87.6024 2.59347 -92.5565
8.49753e+08 4.9544e-06 -2.49409 0.999503 0.0012424 0 0 8.70446 87.9882 1 2.14121e-16 0.00870854 87.331 2.65395 -92.499
8.69749e+08 4.95415e-06 -2.43687 0.999503 0.00121418 0 0 8.50822 87.7305 1 5.78494e-17 0.00851276 87.0583 2.71586 -92.4427
8.90215e+08 4.95391e-06 -2.38096 0.999504 0.00118659 0 0 8.31647 87.4717 1 -9.78393e-17 0.00832148 86.7842 2.77924 -92.3876
9.11163e+08 4.95369e-06 -2.32632 0.999504 0.00115961 0 0 8.12911 87.2116 1 -8.98802e-17 0.00813459 86.5085 2.84413 -92.3337
9.32603e+08 4.95347e-06 -2.27294 0.999504 0.00113323 0 0 7.94606 86.9502 1 3.64956e-17 0.00795201 86.231 2.91055 -92.281
9.54548e+08 4.95327e-06 -2.22077 0.999504 0.00110744 0 0 7.76722 86.6872 1 -1.6986e-16 0.00777364 85.9517 2.97855 -92.2294
9.7701e+08 4.95307e-06 -2.1698 0.999504 0.00108222 0 0 7.59249 86.4225 1 -1.32588e-16 0.00759938 85.6704 3.04816 -92.1789
1e+09 4.95288e-06 -2.12 0.999504 0.00105757 0 0 7.42179 86.1561 1 -1.28511e-16 0.00742916 85.387 3.11942 -92.1296
1.02353e+09 4.9527e-06 -2.07133 0.999504 0.00103346 0 0 7.25504 85.8878 1 7.2603e-17 0.00726289 85.1013 3.19236 -92.0813
1.04762e+09 4.95253e-06 -2.02378 0.999504 0.0010099 0 0 7.09213 85.6174 1 -1.1997e-16 0.00710047 84.8132 3.26703 -92.0342
1.07227e+09 4.95237e-06 -1.97732 0.999504 0.00098687 0 0 6.933 85.3449 1 -1.18417e-16 0.00694183 84.5226 3.34347 -91.988
1.0975e+09 4.95221e-06 -1.93192 0.999504 0.000964354 0 0 6.77756 85.0701 1 -5.61023e-17 0.00678689 84.2294 3.42172 -91.9429
1.12332e+09 4.95206e-06 -1.88756 0.999504 0.000942344 0 0 6.62574 84.7928 1 -1.45788e-16 0.00663555 83.9333 3.50181 -91.8987
1.14976e+09 4.95192e-06 -1.84422 0.999504 0.00092083 0 0 6.47744 84.513 1 -3.66897e-17 0.00648776 83.6344 3.58381 -91.8556
1.17681e+09 4.95178e-06 -1.80187 0.999504 0.0008998 0 0 6.33259 84.2306 1 2.45957e-16 0.00634342 83.3323 3.66774 -91.8134
1.2045e+09 4.95165e-06 -1.76049 0.999504 0.000879244 0 0 6.19113 83.9453 1 1.48506e-17 0.00620247 83.0271 3.75365 -91.7721
1.23285e+09 4.95153e-06 -1.72005 0.999504 0.000859152 0 0 6.05297 83.657 1 -6.14408e-17 0.00606483 82.7185 3.8416 -91.7318
1.26186e+09 4.95141e-06 -1.68055 0.999504 0.000839513 0 0 5.91804 83.3657 1 1.21329e-17 0.00593042 82.4065 3.93162 -91.6924
1.29155e+09 4.9513e-06 -1.64195 0.999504 0.000820319 0 0 5.78628 83.0712 1 -2.24021e-16 0.00579919 82.0908 4.02377 -91.6538
1.32194e+09 4.95119e-06 -1.60424 0.999504 0.000801558 0 0 5.65761 82.7733 1 -4.71725e-17 0.00567105 81.7715 4.1181 -91.6161
1.35305e+09 4.95109e-06 -1.56739 0.999504 0.000783223 0 0 5.53196 82.472 1 1.11234e-16 0.00554595 81.4482 4.21465 -91.5793
1.38489e+09 4.95099e-06 -1.53138 0.999504 0.000765302 0 0 5.40928 82.167 1 -4.97932e-17 0.00542381 81.121 4.31349 -91.5432
1.41747e+09 4.95089e-06 -1.4962 0.999504 0.000747788 0 0 5.28949 81.8583 1 -4.50372e-17 0.00530457 80.7896 4.41465 -91.508
1.45083e+09 4.9508e-06 -1.46183 0.999505 0.000730671 0 0 5.17254 81.5458 1 -3.67868e-17 0.00518817 80.4539 4.51821 -91.4736
1.48497e+09 4.95072e-06 -1.42825 0.999505 0.000713943 0 0 5.05835 81.2293 1 -5.23169e-17 0.00507455 80.1139 4.62421 -91.44
1.51991e+09 4.95064e-06 -1.39543 0.999505 0.000697595 0 0 4.94687 80.9086 1 1.02401e-16 0.00496365 79.7693 4.73271 -91.4071
1.55568e+09 4.95056e-06 -1.36337 0.999505 0.000681618 0 0 4.83805 80.5837 1 1.17155e-16 0.0048554 79.4201 4.84377 -91.3749
1.59228e+09 4.95049e-06 -1.33205 0.999505 0.000666004 0 0 4.73182 80.2544 1 -7.80385e-17 0.00474976 79.066 4.95745 -91.3435
1.62975e+09 4.95041e-06 -1.30144 0.999505 0.000650745 0 0 4.62812 79.9206 1 -9.68687e-17 0.00464666 78.7071 5.07382 -91.3128
1.6681e+09 4.95035e-06 -1.27154 0.999505 0.000635834 0 0 4.52691 79.5822 1 -1.51418e-17 0.00454605 78.3431 5.19293 -91.2828
1.70735e+09 4.95028e-06 -1.24232 0.999505 0.000621262 0 0 4.42812 79.239 1 4.89197e-17 0.00444787 77.974 5.31484 -91.2534
1.74753e+09 4.95022e-06 -1.21378 0.999505 0.000607022 0 0 4.33171 78.8908 1 -1.77625e-16 0.00435208 77.5995 5.43964 -91.2248
1.78865e+09 4.95016e-06 -1.18589 0.999505 0.000593107 0 0 4.23762 78.5377 1 -3.14484e-17 0.00425861 77.2197 5.56737 -91.1968
1.83074e+09 4.9501e-06 -1.15864 0.999505 0.000579508 0 0 4.14581 78.1795 1 1.37344e-16 0.00416743 76.8343 5.69812 -91.1694
1.87382e+09 4.95005e-06 -1.13201 0.999505 0.00056622 0 0 4.05621 77.8159 1 -1.4938e-16 0.00407848 76.4433 5.83195 -91.1426
1.91791e+09 4.95e-06 -1.106 0.999505 0.000553235 0 0 3.9688 77.447 1 4.33871e-17 0.00399171 76.0465 5.96894 -91.1164
1.96304e+09 4.94995e-06 -1.08058 0.999505 0.000540547 0 0 3.88351 77.0726 1 1.18514e-16 0.00390708 75.6439 6.10915 -91.0909
2.00923e+09 4.9499e-06 -1.05575 0.999505 0.000528148 0 0 3.8003 76.6926 1 5.51317e-17 0.00382454 75.2353 6.25267 -91.0659
2.05651e+09 4.94986e-06 -1.03148 0.999505 0.000516032 0 0 3.71913 76.3068 1 -8.78419e-17 0.00374405 74.8206 6.39957 -91.0415
2.1049e+09 4.94982e-06 -1.00778 0.999505 0.000504193 0 0 3.63995 75.9152 1 6.14408e-17 0.00366556 74.3997 6.54993 -91.0176
2.15443e+09 4.94978e-06 -0.984618 0.999505 0.000492624 0 0 3.56273 75.5177 1 1.91214e-17 0.00358903 73.9726 6.70384 -90.9943
2.20513e+09 4.94974e-06 -0.961989 0.999505 0.00048132 0 0 3.48741 75.1141 1 -8.98802e-17 0.00351441 73.539 6.86137 -90.9715
2.25702e+09 4.9497e-06 -0.93988 0.999505 0.000470275 0 0 3.41396 74.7043 1 -2.97012e-17 0.00344167 73.0991 7.02262 -90.9492
2.31013e+09 4.94967e-06 -0.918278 0.999505 0.000459482 0 0 3.34233 74.2882 1 -1.2162e-16 0.00337077 72.6526 7.18766 -90.9275
2.36449e+09 4.94963e-06 -0.897173 0.999505 0.000448935 0 0 3.27249 73.8659 1 7.62914e-17 0.00330166 72.1994 7.3566 -90.9062
2.42013e+09 4.9496e-06 -0.876553 0.999505 0.00043863 0 0 3.20441 73.437 1 -4.27076e-17 0.00323432 71.7396 7.52951 -90.8854
2.47708e+09 4.94957e-06 -0.856406 0.999505 0.000428561 0 0 3.13803 73.0017 1 8.54153e-18 0.00316869 71.2731 7.70649 -90.8651
2.53536e+09 4.94954e-06 -0.836722 0.999505 0.000418723 0 0 3.07333 72.5597 1 4.98418e-17 0.00310475 70.7997 7.88765 -90.8453
2.59502e+09 4.94951e-06 -0.81749 0.999505 0.000409109 0 0 3.01027 72.111 1 7.13412e-18 0.00304246 70.3195 8.07307 -90.8259
2.65609e+09 4.94948e-06 -0.7987 0.999505 0.000399716 0 0 2.94881 71.6556 1 -1.16475e-18 0.00298178 69.8323 8.26286 -90.8069
2.71859e+09 4.94946e-06 -0.780342 0.999505 0.000390538 0 0 2.88893 71.1934 1 6.9594e-17 0.00292268 69.3382 8.45712 -90.7884
2.78256e+09 4.94943e-06 -0.762406 0.999505 0.00038157 0 0 2.83058 70.7243 1 -8.28917e-17 0.00286513 68.8372 8.65595 -90.7703
2.84804e+09 4.94941e-06 -0.744881 0.999505 0.000372808 0 0 2.77373 70.2482 1 2.51878e-17 0.00280908 68.3291 8.85947 -90.7527
2.91505e+09 4.94939e-06 -0.72776 0.999505 0.000364246 0 0 2.71836 69.7652 1 8.21152e-17 0.00275452 67.8141 9.06778 -90.7354
2.98365e+09 4.94937e-06 -0.711031 0.999505 0.000355881 0 0 2.66443 69.2751 1 2.86821e-17 0.00270141 67.292 9.28099 -90.7185
3.05386e+09 4.94935e-06 -0.694687 0.999505 0.000347707 0 0 2.6119 68.7781 1 -6.1004e-17 0.00264972 66.763 9.49923 -90.702
3.12572e+09 4.94933e-06 -0.678719 0.999505 0.000339721 0 0 2.56076 68.2739 1 7.46898e-17 0.00259942 66.2269 9.7226 -90.6859
3.19927e+09 4.94931e-06 -0.663118 0.999505 0.000331918 0 0 2.51097 67.7627 1 -5.81406e-17 0.00255047 65.6839 9.95124 -90.6702
3.27455e+09 4.94929e-06 -0.647875 0.999505 0.000324294 0 0 2.4625 67.2444 1 7.92518e-17 0.00250286 65.134 10.1853 -90.6548
3.3516e+09 4.94928e-06 -0.632982 0.999505 0.000316844 0 0 2.41532 66.7191 1 -2.94586e-17 0.00245655 64.5772 10.4248 -90.6397
3.43047e+09 4.94926e-06 -0.618432 0.999505 0.000309565 0 0 2.36942 66.1867 1 -5.50346e-17 0.00241151 64.0136 10.67 -90.6251
3.51119e+09 4.94924e-06 -0.604216 0.999505 0.000302454 0 0 2.32475 65.6472 1 4.07664e-18 0.00236771 63.4432 10.9209 -90.6107
3.59381e+09 4.94923e-06 -0.590327 0.999505 0.000295505 0 0 2.28129 65.1008 1 -7.65826e-17 0.00232514 62.8662 11.1777 -90.5967
3.67838e+09 4.94922e-06 -0.576757 0.999505 0.000288716 0 0 2.23902 64.5475 1 -4.9502e-18 0.00228376 62.2827 11.4406 -90.583
3.76494e+09 4.9492e-06 -0.563499 0.999505 0.000282083 0 0 2.19791 63.9872 1 3.0963e-17 0.00224355 61.6927 11.7097 -90.5696
3.85353e+09 4.94919e-06 -0.550545 0.999505 0.000275602 0 0 2.15794 63.4202 1 -7.42531e-18 0.00220448 61.0963 11.9851 -90.5565
3.94421e+09 4.94918e-06 -0.537889 0.999505 0.00026927 0 0 2.11908 62.8465 1 -2.3198e-17 0.00216652 60.4938 12.267 -90.5437
4.03702e+09 4.94917e-06 -0.525524 0.999505 0.000263083 0 0 2.08131 62.2661 1 8.39593e-18 0.00212966 59.8853 12.5556 -90.5312
4.13201e+09 4.94916e-06 -0.513444 0.999505 0.000257037 0 0 2.04461 61.6792 1 -3.40205e-17 0.00209387 59.2709 12.8509 -90.519
4.22924e+09 4.94914e-06 -0.501641 0.999505 0.000251131 0 0 2.00894 61.0859 1 -2.95556e-17 0.00205913 58.6507 13.1532 -90.5071
4.32876e+09 4.94913e-06 -0.490109 0.999505 0.000245361 0 0 1.9743 60.4864 1 -3.50397e-17 0.00202541 58.0251 13.4626 -90.4955
4.43062e+09 4.94913e-06 -0.478842 0.999505 0.000239722 0 0 1.94065 59.8807 1 -4.30959e-17 0.00199269 57.3941 13.7793 -90.4841
4.53488e+09 4.94912e-06 -0.467834 0.999505 0.000234214 0 0 1.90798 59.2691 1 -1.06284e-17 0.00196094 56.758 14.1034 -90.473
4.64159e+09 4.94911e-06 -0.45708 0.999505 0.000228831 0 0 1.87626 58.6518 1 -2.9313e-17 0.00193015 56.1171 14.4352 -90.4621
4.75081e+09 4.9491e-06 -0.446572 0.999505 0.000223573 0 0 1.84548 58.0288 1 -6.45468e-18 0.00190029 55.4715 14.7747 -90.4515
4.8626e+09 4.94909e-06 -0.436306 0.999505 0.000218435 0 0 1.8156 57.4004 1 1.05798e-17 0.00187135 54.8215 15.1223 -90.4411
4.97702e+09 4.94908e-06 -0.426276 0.999505 0.000213415 0 0 1.78662 56.7669 1 -1.0871e-17 0.0018433 54.1673 15.4781 -90.431
5.09414e+09 4.94908e-06 -0.416477 0.999505 0.00020851 0 0 1.75851 56.1284 1 3.95288e-17 0.00181611 53.5094 15.8422 -90.4211
5.21401e+09 4.94907e-06 -0.406902 0.999505 0.000203718 0 0 1.73125 55.4852 1 -3.22006e-17 0.00178978 52.8478 16.2149 -90.4114
5.3367e+09 4.94906e-06 -0.397548 0.999505 0.000199036 0 0 1.70482 54.8375 1 -1.38557e-17 0.00176428 52.183 16.5963 -90.4019
5.46228e+09 4.94906e-06 -0.388409 0.999505 0.000194462 0 0 1.67921 54.1857 1 -1.56756e-17 0.00173958 51.5151 16.9868 -90.3927
5.59081e+09 4.94905e-06 -0.37948 0.999505 0.000189992 0 0 1.65439 53.5298 1 -1.3152e-17 0.00171568 50.8446 17.3864 -90.3837
5.72237e+09 4.94904e-06 -0.370756 0.999505 0.000185625 0 0 1.63034 52.8704 1 -6.53961e-17 0.00169255 50.1718 17.7954 -90.3749
5.85702e+09 4.94904e-06 -0.362233 0.999505 0.000181359 0 0 1.60705 52.2075 1 -2.28583e-17 0.00167017 49.4969 18.2141 -90.3662
5.99484e+09 4.94903e-06 -0.353905 0.999505 0.000177191 0 0 1.5845 51.5416 1 2.86335e-18 0.00164853 48.8204 18.6426 -90.3578
6.13591e+09 4.94903e-06 -0.345769 0.999505 0.000173118 0 0 1.56268 50.873 1 -1.51418e-17 0.0016276 48.1425 19.0812 -90.3496
6.28029e+09 4.94902e-06 -0.33782 0.999505 0.000169139 0 0 1.54155 50.2019 1 1.33461e-18 0.00160736 47.4635 19.5302 -90.3416
6.42807e+09 4.94902e-06 -0.330054 0.999505 0.000165251 0 0 1.52111 49.5287 1 -1.2788e-17 0.00158781 46.784 19.9896 -90.3337
6.57933e+09 4.94901e-06 -0.322467 0.999505 0.000161453 0 0 1.50134 48.8538 1 -3.75633e-17 0.00156891 46.1041 20.46 -90.3261
6.73415e+09 4.94901e-06 -0.315053 0.999505 0.000157742 0 0 1.48223 48.1774 1 3.01623e-17 0.00155066 45.4242 20.9413 -90.3186
6.89261e+09 4.94901e-06 -0.30781 0.999505 0.000154116 0 0 1.46374 47.5 1 -3.3608e-17 0.00153304 44.7448 21.434 -90.3112
7.0548e+09 4.949e-06 -0.300734 0.999505 0.000150574 0 0 1.44588 46.8218 1 -9.24523e-18 0.00151603 44.0661 21.9383 -90.3041
7.22081e+09 4.949e-06 -0.29382 0.999505 0.000147113 0 0 1.42862 46.1432 1 2.2373e-17 0.00149961 43.3885 22.4545 -90.2971
7.39072e+09 4.949e-06 -0.287066 0.999505 0.000143731 0 0 1.41195 45.4646 1 2.26642e-17 0.00148377 42.7123 22.9828 -90.2903
7.56463e+09 4.94899e-06 -0.280466 0.999505 0.000140427 0 0 1.39585 44.7862 1 -8.73565e-18 0.00146848 42.038 23.5235 -90.2836
7.74264e+09 4.94899e-06 -0.274018 0.999505 0.000137199 0 0 1.38031 44.1086 1 1.43168e-18 0.00145374 41.3657 24.077 -90.2771
7.92483e+09 4.94899e-06 -0.267719 0.999505 0.000134045 0 0 1.36531 43.432 1 -2.55761e-17 0.00143954 40.696 24.6435 -90.2707
8.11131e+09 4.94898e-06 -0.261564 0.999505 0.000130964 0 0 1.35084 42.7568 1 -2.15479e-17 0.00142584 40.0291 25.2233 -90.2645
8.30218e+09 4.94898e-06 -0.255551 0.999505 0.000127954 0 0 1.33687 42.0832 1 3.93104e-18 0.00141264 39.3653 25.8168 -90.2584
8.49753e+09 4.94898e-06 -0.249676 0.999505 0.000125012 0 0 1.32341 41.4118 1 1.98979e-18 0.00139993 38.7049 26.4243 -90.2525
8.69749e+09 4.94898e-06 -0.243936 0.999505 0.000122139 0 0 1.31042 40.7428 1 1.31763e-17 0.00138769 38.0483 27.046 -90.2467
8.90215e+09 4.94897e-06 -0.238328 0.999505 0.000119331 0 0 1.29791 40.0764 1 8.03195e-18 0.0013759 37.3958 27.6824 -90.241
9.11163e+09 4.94897e-06 -0.232849 0.999505 0.000116588 0 0 1.28585 39.4132 1 -1.66463e-17 0.00136455 36.7477 28.3337 -90.2355
9.32603e+09 4.94897e-06 -0.227496 0.999505 0.000113908 0 0 1.27423 38.7534 1 -2.42657e-20 0.00135363 36.1042 29.0004 -90.23
9.54548e+09 4.94897e-06 -0.222266 0.999505 0.000111289 0 0 1.26304 38.0972 1 -4.85314e-19 0.00134312 35.4656 29.6827 -90.2248
9.7701e+09 4.94896e-06 -0.217156 0.999505 0.000108731 0 0 1.25227 37.4451 1 1.73014e-17 0.00133301 34.8321 30.3811 -90.2196
1e+10 4.94896e-06 -0.212164 0.999505 0.000106232 0 0 1.2419 36.7972 1 -7.48597e-18 0.00132329 34.2041 31.096 -90.2145
1.02353e+10 4.94896e-06 -0.207286 0.999505 0.00010379 0 0 1.23192 36.154 1 -6.78226e-18 0.00131394 33.5818 31.8277 -90.2096
1.04762e+10 4.94896e-06 -0.202521 0.999505 0.000101404 0 0 1.22231 35.5156 1 -2.71897e-17 0.00130496 32.9654 32.5766 -90.2048
1.07227e+10 4.94896e-06 -0.197865 0.999505 9.90725e-05 0 0 1.21307 34.8823 1 6.06643e-18 0.00129633 32.355 33.3431 -90.2001
1.0975e+10 4.94896e-06 -0.193316 0.999505 9.6795e-05 0 0 1.20419 34.2544 1 2.76022e-17 0.00128803 31.751 34.1276 -90.1955
1.12332e+10 4.94895e-06 -0.188872 0.999505 9.45699e-05 0 0 1.19565 33.6321 1 3.53066e-18 0.00128006 31.1534 34.9307 -90.191
