F 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f
8.3022e-001 1.00000e+000 58.310 1.88274e-001 -79.148 1.00000e+000 0.000 9.82116e-001 127.472 1.00000e+000 116.620 1.03814e+000 0.285 1.03815e+000 0.010 1.26016e+000 20.829 2.01237e+001 145.462 1.00000e+000 0.000 4.70686e-002 37.472 4.97535e-002 -89.715 1.00000e+000 -121.690 2.45529e-001 -169.148 4.70686e-002 -142.528 4.97535e-002 90.285
8.4975e-001 1.00000e+000 58.310 1.84094e-001 -79.392 1.00000e+000 0.000 9.82909e-001 127.228 1.00000e+000 116.620 1.03634e+000 0.278 1.03635e+000 0.010 1.24951e+000 21.470 2.06317e+001 145.532 1.00000e+000 -0.000 4.60236e-002 37.228 4.85256e-002 -89.722 1.00000e+000 -121.690 2.45727e-001 -169.392 4.60236e-002 -142.772 4.85256e-002 90.278
8.6975e-001 1.00000e+000 58.310 1.80001e-001 -79.630 1.00000e+000 0.000 9.83666e-001 126.990 1.00000e+000 116.620 1.03463e+000 0.271 1.03464e+000 0.009 1.23926e+000 22.108 2.11509e+001 145.600 1.00000e+000 -0.000 4.50002e-002 36.990 4.73318e-002 -89.729 1.00000e+000 -121.690 2.45917e-001 -169.630 4.50002e-002 -143.010 4.73318e-002 90.271
8.9022e-001 1.00000e+000 58.310 1.75992e-001 -79.864 1.00000e+000 0.000 9.84392e-001 126.757 1.00000e+000 116.620 1.03301e+000 0.265 1.03302e+000 0.008 1.22939e+000 22.740 2.16815e+001 145.667 1.00000e+000 -0.000 4.39980e-002 36.757 4.61709e-002 -89.735 1.00000e+000 -121.690 2.46098e-001 -169.864 4.39980e-002 -143.243 4.61709e-002 90.265
9.1116e-001 1.00000e+000 58.310 1.72067e-001 -80.092 1.00000e+000 0.000 9.85085e-001 126.528 1.00000e+000 116.620 1.03146e+000 0.258 1.03147e+000 0.008 1.21990e+000 23.368 2.22238e+001 145.731 1.00000e+000 0.000 4.30168e-002 36.528 4.50419e-002 -89.742 1.00000e+000 -121.690 2.46271e-001 -170.092 4.30168e-002 -143.472 4.50419e-002 90.258
9.3260e-001 1.00000e+000 58.310 1.68225e-001 -80.315 1.00000e+000 0.000 9.85749e-001 126.305 1.00000e+000 116.620 1.02999e+000 0.252 1.03000e+000 0.007 1.21078e+000 23.992 2.27782e+001 145.794 1.00000e+000 0.000 4.20561e-002 36.305 4.39435e-002 -89.748 1.00000e+000 -121.690 2.46437e-001 -170.315 4.20561e-002 -143.695 4.39435e-002 90.252
9.5455e-001 1.00000e+000 58.310 1.64463e-001 -80.534 1.00000e+000 0.000 9.86383e-001 126.086 1.00000e+000 116.620 1.02859e+000 0.246 1.02859e+000 0.007 1.20200e+000 24.609 2.33449e+001 145.855 1.00000e+000 -0.000 4.11157e-002 36.086 4.28748e-002 -89.754 1.00000e+000 -121.690 2.46596e-001 -170.534 4.11157e-002 -143.914 4.28748e-002 90.246
9.7701e-001 1.00000e+000 58.310 1.60781e-001 -80.748 1.00000e+000 0.000 9.86990e-001 125.872 1.00000e+000 116.620 1.02725e+000 0.240 1.02726e+000 0.006 1.19356e+000 25.222 2.39242e+001 145.914 1.00000e+000 0.000 4.01952e-002 35.872 4.18348e-002 -89.760 1.00000e+000 -121.690 2.46748e-001 -170.748 4.01952e-002 -144.128 4.18348e-002 90.240
1.0000e+000 1.00000e+000 58.310 1.57177e-001 -80.957 1.00000e+000 0.000 9.87570e-001 125.663 1.00000e+000 116.620 1.02598e+000 0.234 1.02599e+000 0.006 1.18545e+000 25.828 2.45165e+001 145.972 1.00000e+000 0.000 3.92942e-002 35.663 4.08224e-002 -89.766 1.00000e+000 -121.690 2.46893e-001 -170.957 3.92942e-002 -144.337 4.08224e-002 90.234
1.0235e+000 1.00000e+000 58.310 1.53650e-001 -81.162 1.00000e+000 0.000 9.88125e-001 125.459 1.00000e+000 116.620 1.02477e+000 0.228 1.02478e+000 0.006 1.17765e+000 26.429 2.51221e+001 146.029 1.00000e+000 -0.000 3.84124e-002 35.459 3.98369e-002 -89.772 1.00000e+000 -121.690 2.47031e-001 -171.162 3.84124e-002 -144.541 3.98369e-002 90.228
1.0476e+000 1.00000e+000 58.310 1.50198e-001 -81.362 1.00000e+000 0.000 9.88656e-001 125.259 1.00000e+000 116.620 1.02362e+000 0.223 1.02362e+000 0.005 1.17016e+000 27.024 2.57412e+001 146.084 1.00000e+000 -0.000 3.75494e-002 35.259 3.88773e-002 -89.777 1.00000e+000 -121.690 2.47164e-001 -171.362 3.75494e-002 -144.741 3.88773e-002 90.223
1.0723e+000 1.00000e+000 58.310 1.46820e-001 -81.557 1.00000e+000 0.000 9.89163e-001 125.063 1.00000e+000 116.620 1.02252e+000 0.217 1.02253e+000 0.005 1.16297e+000 27.612 2.63743e+001 146.137 1.00000e+000 -0.000 3.67050e-002 35.063 3.79428e-002 -89.783 1.00000e+000 -121.690 2.47291e-001 -171.557 3.67050e-002 -144.937 3.79428e-002 90.217
1.0975e+000 1.00000e+000 58.310 1.43515e-001 -81.749 1.00000e+000 0.000 9.89648e-001 124.871 1.00000e+000 116.620 1.02147e+000 0.212 1.02148e+000 0.004 1.15606e+000 28.194 2.70216e+001 146.189 1.00000e+000 -0.000 3.58787e-002 34.871 3.70325e-002 -89.788 1.00000e+000 -121.690 2.47412e-001 -171.749 3.58787e-002 -145.129 3.70325e-002 90.212
1.1233e+000 1.00000e+000 58.310 1.40281e-001 -81.936 1.00000e+000 0.000 9.90112e-001 124.684 1.00000e+000 116.620 1.02048e+000 0.207 1.02048e+000 0.004 1.14943e+000 28.769 2.76836e+001 146.240 1.00000e+000 -0.000 3.50703e-002 34.684 3.61459e-002 -89.793 1.00000e+000 -121.690 2.47528e-001 -171.936 3.50703e-002 -145.316 3.61459e-002 90.207
1.1498e+000 1.00000e+000 58.310 1.37117e-001 -82.119 1.00000e+000 0.000 9.90555e-001 124.501 1.00000e+000 116.620 1.01953e+000 0.202 1.01954e+000 0.004 1.14306e+000 29.337 2.83605e+001 146.289 1.00000e+000 -0.000 3.42794e-002 34.501 3.52821e-002 -89.798 1.00000e+000 -121.690 2.47639e-001 -172.119 3.42794e-002 -145.499 3.52821e-002 90.202
1.1768e+000 1.00000e+000 58.310 1.34022e-001 -82.298 1.00000e+000 0.000 9.90978e-001 124.322 1.00000e+000 116.620 1.01863e+000 0.197 1.01863e+000 0.004 1.13695e+000 29.898 2.90528e+001 146.338 1.00000e+000 -0.000 3.35056e-002 34.322 3.44403e-002 -89.803 1.00000e+000 -121.690 2.47745e-001 -172.298 3.35056e-002 -145.678 3.44403e-002 90.197
1.2045e+000 1.00000e+000 58.310 1.30995e-001 -82.473 1.00000e+000 0.000 9.91383e-001 124.147 1.00000e+000 116.620 1.01776e+000 0.193 1.01777e+000 0.003 1.13108e+000 30.452 2.97607e+001 146.385 1.00000e+000 -0.000 3.27487e-002 34.147 3.36201e-002 -89.807 1.00000e+000 -121.690 2.47846e-001 -172.473 3.27487e-002 -145.853 3.36201e-002 90.193
1.2328e+000 1.00000e+000 58.310 1.28033e-001 -82.644 1.00000e+000 0.000 9.91770e-001 123.976 1.00000e+000 116.620 1.01694e+000 0.188 1.01695e+000 0.003 1.12546e+000 30.999 3.04848e+001 146.430 1.00000e+000 -0.000 3.20083e-002 33.976 3.28207e-002 -89.812 1.00000e+000 -121.690 2.47942e-001 -172.644 3.20083e-002 -146.024 3.28207e-002 90.188
1.2619e+000 1.00000e+000 58.310 1.25136e-001 -82.811 1.00000e+000 0.000 9.92140e-001 123.809 1.00000e+000 116.620 1.01616e+000 0.184 1.01617e+000 0.003 1.12006e+000 31.539 3.12254e+001 146.475 1.00000e+000 0.000 3.12840e-002 33.809 3.20415e-002 -89.816 1.00000e+000 -121.690 2.48035e-001 -172.811 3.12840e-002 -146.191 3.20415e-002 90.184
1.2915e+000 1.00000e+000 58.310 1.22303e-001 -82.975 1.00000e+000 0.000 9.92493e-001 123.645 1.00000e+000 116.620 1.01541e+000 0.179 1.01542e+000 0.003 1.11488e+000 32.071 3.19829e+001 146.518 1.00000e+000 0.000 3.05757e-002 33.645 3.12818e-002 -89.821 1.00000e+000 -121.690 2.48123e-001 -172.975 3.05757e-002 -146.355 3.12818e-002 90.179
1.3219e+000 1.00000e+000 58.310 1.19532e-001 -83.135 1.00000e+000 0.000 9.92830e-001 123.485 1.00000e+000 116.620 1.01470e+000 0.175 1.01471e+000 0.003 1.10992e+000 32.596 3.27577e+001 146.561 1.00000e+000 -0.000 2.98829e-002 33.485 3.05413e-002 -89.825 1.00000e+000 -121.690 2.48208e-001 -173.135 2.98829e-002 -146.515 3.05413e-002 90.175
1.3530e+000 1.00000e+000 58.310 1.16822e-001 -83.291 1.00000e+000 0.000 9.93153e-001 123.329 1.00000e+000 116.620 1.01403e+000 0.171 1.01403e+000 0.002 1.10516e+000 33.113 3.35502e+001 146.602 1.00000e+000 -0.000 2.92054e-002 33.329 2.98192e-002 -89.829 1.00000e+000 -121.690 2.48288e-001 -173.291 2.92054e-002 -146.671 2.98192e-002 90.171
1.3849e+000 1.00000e+000 58.310 1.14171e-001 -83.444 1.00000e+000 0.000 9.93461e-001 123.176 1.00000e+000 116.620 1.01338e+000 0.167 1.01338e+000 0.002 1.10060e+000 33.622 3.43609e+001 146.642 1.00000e+000 0.000 2.85428e-002 33.176 2.91151e-002 -89.833 1.00000e+000 -121.690 2.48365e-001 -173.444 2.85428e-002 -146.824 2.91151e-002 90.167
1.4175e+000 1.00000e+000 58.310 1.11580e-001 -83.594 1.00000e+000 0.000 9.93756e-001 123.027 1.00000e+000 116.620 1.01276e+000 0.163 1.01277e+000 0.002 1.09623e+000 34.124 3.51901e+001 146.682 1.00000e+000 -0.000 2.78949e-002 33.027 2.84284e-002 -89.837 1.00000e+000 -121.690 2.48439e-001 -173.594 2.78949e-002 -146.973 2.84284e-002 90.163
1.4508e+000 1.00000e+000 58.310 1.09045e-001 -83.740 1.00000e+000 0.000 9.94037e-001 122.880 1.00000e+000 116.620 1.01218e+000 0.159 1.01218e+000 0.002 1.09204e+000 34.618 3.60384e+001 146.720 1.00000e+000 -0.000 2.72613e-002 32.880 2.77588e-002 -89.841 1.00000e+000 -121.690 2.48509e-001 -173.740 2.72613e-002 -147.120 2.77588e-002 90.159
1.4850e+000 1.00000e+000 58.310 1.06567e-001 -83.883 1.00000e+000 0.000 9.94306e-001 122.738 1.00000e+000 116.620 1.01162e+000 0.155 1.01162e+000 0.002 1.08802e+000 35.105 3.69062e+001 146.757 1.00000e+000 -0.000 2.66418e-002 32.738 2.71056e-002 -89.845 1.00000e+000 -121.690 2.48576e-001 -173.883 2.66418e-002 -147.262 2.71056e-002 90.155
1.5199e+000 1.00000e+000 58.310 1.04144e-001 -84.022 1.00000e+000 0.000 9.94562e-001 122.598 1.00000e+000 116.620 1.01108e+000 0.152 1.01109e+000 0.002 1.08418e+000 35.584 3.77939e+001 146.794 1.00000e+000 0.000 2.60360e-002 32.598 2.64685e-002 -89.848 1.00000e+000 -121.690 2.48641e-001 -174.022 2.60360e-002 -147.402 2.64685e-002 90.152
1.5557e+000 1.00000e+000 58.310 1.01775e-001 -84.159 1.00000e+000 0.000 9.94807e-001 122.462 1.00000e+000 116.620 1.01057e+000 0.148 1.01058e+000 0.002 1.08049e+000 36.055 3.87021e+001 146.829 1.00000e+000 0.000 2.54437e-002 32.462 2.58469e-002 -89.852 1.00000e+000 -121.690 2.48702e-001 -174.159 2.54437e-002 -147.538 2.58469e-002 90.148
1.5923e+000 1.00000e+000 58.310 9.94583e-002 -84.292 1.00000e+000 0.000 9.95042e-001 122.328 1.00000e+000 116.620 1.01009e+000 0.145 1.01009e+000 0.001 1.07696e+000 36.518 3.96312e+001 146.864 1.00000e+000 0.000 2.48646e-002 32.328 2.52406e-002 -89.855 1.00000e+000 -121.690 2.48760e-001 -174.292 2.48646e-002 -147.672 2.52406e-002 90.145
1.6298e+000 1.00000e+000 58.310 9.71936e-002 -84.422 1.00000e+000 0.000 9.95265e-001 122.198 1.00000e+000 116.620 1.00963e+000 0.141 1.00963e+000 0.001 1.07359e+000 36.973 4.05818e+001 146.898 1.00000e+000 -0.000 2.42984e-002 32.198 2.46490e-002 -89.859 1.00000e+000 -121.690 2.48816e-001 -174.422 2.42984e-002 -147.802 2.46490e-002 90.141
1.6681e+000 1.00000e+000 58.310 9.49796e-002 -84.550 1.00000e+000 0.000 9.95479e-001 122.070 1.00000e+000 116.620 1.00918e+000 0.138 1.00919e+000 0.001 1.07035e+000 37.421 4.15543e+001 146.931 1.00000e+000 0.000 2.37449e-002 32.070 2.40718e-002 -89.862 1.00000e+000 -121.690 2.48870e-001 -174.550 2.37449e-002 -147.930 2.40718e-002 90.138
1.7074e+000 1.00000e+000 58.310 9.28150e-002 -84.674 1.00000e+000 0.000 9.95683e-001 121.946 1.00000e+000 116.620 1.00876e+000 0.135 1.00877e+000 0.001 1.06725e+000 37.861 4.25493e+001 146.963 1.00000e+000 0.000 2.32037e-002 31.946 2.35086e-002 -89.865 1.00000e+000 -121.690 2.48921e-001 -174.674 2.32037e-002 -148.054 2.35086e-002 90.135
1.7475e+000 1.00000e+000 58.310 9.06989e-002 -84.796 1.00000e+000 0.000 9.95878e-001 121.824 1.00000e+000 116.620 1.00836e+000 0.132 1.00836e+000 0.001 1.06429e+000 38.294 4.35674e+001 146.995 1.00000e+000 -0.000 2.26747e-002 31.824 2.29590e-002 -89.868 1.00000e+000 -121.690 2.48970e-001 -174.796 2.26747e-002 -148.176 2.29590e-002 90.132
1.7886e+000 1.00000e+000 58.310 8.86303e-002 -84.915 1.00000e+000 0.000 9.96065e-001 121.705 1.00000e+000 116.620 1.00798e+000 0.128 1.00798e+000 0.001 1.06145e+000 38.718 4.46090e+001 147.026 1.00000e+000 0.000 2.21576e-002 31.705 2.24226e-002 -89.872 1.00000e+000 -121.690 2.49016e-001 -174.915 2.21576e-002 -148.295 2.24226e-002 90.128
1.8307e+000 1.00000e+000 58.310 8.66082e-002 -85.031 1.00000e+000 0.000 9.96242e-001 121.589 1.00000e+000 116.620 1.00761e+000 0.125 1.00762e+000 0.001 1.05874e+000 39.136 4.56747e+001 147.056 1.00000e+000 -0.000 2.16520e-002 31.589 2.18992e-002 -89.875 1.00000e+000 -121.690 2.49061e-001 -175.031 2.16520e-002 -148.411 2.18992e-002 90.125
1.8738e+000 1.00000e+000 58.310 8.46315e-002 -85.145 1.00000e+000 0.000 9.96412e-001 121.475 1.00000e+000 116.620 1.00726e+000 0.123 1.00727e+000 0.001 1.05614e+000 39.545 4.67651e+001 147.085 1.00000e+000 0.000 2.11579e-002 31.475 2.13883e-002 -89.877 1.00000e+000 -121.690 2.49103e-001 -175.145 2.11579e-002 -148.525 2.13883e-002 90.123
1.9179e+000 1.00000e+000 58.310 8.26993e-002 -85.256 1.00000e+000 0.000 9.96575e-001 121.364 1.00000e+000 116.620 1.00693e+000 0.120 1.00693e+000 0.001 1.05365e+000 39.947 4.78809e+001 147.113 1.00000e+000 0.000 2.06748e-002 31.364 2.08897e-002 -89.880 1.00000e+000 -121.690 2.49144e-001 -175.256 2.06748e-002 -148.636 2.08897e-002 90.120
1.9630e+000 1.00000e+000 58.310 8.08106e-002 -85.365 1.00000e+000 0.000 9.96729e-001 121.255 1.00000e+000 116.620 1.00661e+000 0.117 1.00662e+000 0.001 1.05127e+000 40.342 4.90225e+001 147.141 1.00000e+000 0.000 2.02026e-002 31.255 2.04030e-002 -89.883 1.00000e+000 -121.690 2.49182e-001 -175.365 2.02026e-002 -148.745 2.04030e-002 90.117
2.0092e+000 1.00000e+000 58.310 7.89644e-002 -85.471 1.00000e+000 0.000 9.96877e-001 121.149 1.00000e+000 116.620 1.00631e+000 0.114 1.00631e+000 0.001 1.04900e+000 40.729 5.01906e+001 147.168 1.00000e+000 -0.000 1.97411e-002 31.149 1.99279e-002 -89.886 1.00000e+000 -121.690 2.49219e-001 -175.471 1.97411e-002 -148.851 1.99279e-002 90.114
2.0565e+000 1.00000e+000 58.310 7.71600e-002 -85.575 1.00000e+000 0.000 9.97019e-001 121.045 1.00000e+000 116.620 1.00602e+000 0.112 1.00603e+000 0.001 1.04682e+000 41.109 5.13860e+001 147.195 1.00000e+000 -0.000 1.92900e-002 31.045 1.94642e-002 -89.888 1.00000e+000 -121.690 2.49255e-001 -175.575 1.92900e-002 -148.955 1.94642e-002 90.112
2.1049e+000 1.00000e+000 58.310 7.53963e-002 -85.676 1.00000e+000 0.000 9.97154e-001 120.944 1.00000e+000 116.620 1.00575e+000 0.109 1.00575e+000 0.001 1.04474e+000 41.482 5.26091e+001 147.221 1.00000e+000 0.000 1.88491e-002 30.944 1.90115e-002 -89.891 1.00000e+000 -121.690 2.49288e-001 -175.676 1.88491e-002 -149.056 1.90115e-002 90.109
2.1544e+000 1.00000e+000 58.310 7.36724e-002 -85.775 1.00000e+000 0.000 9.97282e-001 120.845 1.00000e+000 116.620 1.00549e+000 0.106 1.00549e+000 0.001 1.04274e+000 41.848 5.38606e+001 147.246 1.00000e+000 -0.000 1.84181e-002 30.845 1.85696e-002 -89.894 1.00000e+000 -121.690 2.49321e-001 -175.775 1.84181e-002 -149.155 1.85696e-002 90.106
2.2051e+000 1.00000e+000 58.310 7.19876e-002 -85.872 1.00000e+000 0.000 9.97406e-001 120.748 1.00000e+000 116.620 1.00523e+000 0.104 1.00524e+000 0.001 1.04084e+000 42.207 5.51413e+001 147.271 1.00000e+000 0.000 1.79969e-002 30.748 1.81382e-002 -89.896 1.00000e+000 -121.690 2.49351e-001 -175.872 1.79969e-002 -149.252 1.81382e-002 90.104
2.2570e+000 1.00000e+000 58.310 7.03409e-002 -85.966 1.00000e+000 0.000 9.97523e-001 120.654 1.00000e+000 116.620 1.00500e+000 0.102 1.00500e+000 0.001 1.03902e+000 42.558 5.64519e+001 147.295 1.00000e+000 -0.000 1.75852e-002 30.654 1.77170e-002 -89.898 1.00000e+000 -121.690 2.49381e-001 -175.966 1.75852e-002 -149.346 1.77170e-002 90.102
2.3101e+000 1.00000e+000 58.310 6.87315e-002 -86.059 1.00000e+000 0.000 9.97635e-001 120.561 1.00000e+000 116.620 1.00477e+000 0.099 1.00477e+000 0.000 1.03728e+000 42.903 5.77930e+001 147.319 1.00000e+000 0.000 1.71829e-002 30.561 1.73057e-002 -89.901 1.00000e+000 -121.690 2.49409e-001 -176.059 1.71829e-002 -149.439 1.73057e-002 90.099
2.3645e+000 1.00000e+000 58.310 6.71585e-002 -86.149 1.00000e+000 0.000 9.97742e-001 120.471 1.00000e+000 116.620 1.00455e+000 0.097 1.00455e+000 0.000 1.03561e+000 43.241 5.91653e+001 147.342 1.00000e+000 -0.000 1.67896e-002 30.471 1.69042e-002 -89.903 1.00000e+000 -121.690 2.49436e-001 -176.149 1.67896e-002 -149.529 1.69042e-002 90.097
2.4201e+000 1.00000e+000 58.310 6.56213e-002 -86.237 1.00000e+000 0.000 9.97845e-001 120.383 1.00000e+000 116.620 1.00434e+000 0.095 1.00434e+000 0.000 1.03402e+000 43.572 6.05697e+001 147.364 1.00000e+000 -0.000 1.64053e-002 30.383 1.65121e-002 -89.905 1.00000e+000 -121.690 2.49461e-001 -176.237 1.64053e-002 -149.617 1.65121e-002 90.095
2.4771e+000 1.00000e+000 58.310 6.41189e-002 -86.324 1.00000e+000 0.000 9.97942e-001 120.296 1.00000e+000 116.620 1.00414e+000 0.092 1.00415e+000 0.000 1.03250e+000 43.897 6.20068e+001 147.386 1.00000e+000 -0.000 1.60297e-002 30.296 1.61293e-002 -89.908 1.00000e+000 -121.690 2.49486e-001 -176.324 1.60297e-002 -149.704 1.61293e-002 90.092
2.5354e+000 1.00000e+000 58.310 6.26507e-002 -86.408 1.00000e+000 0.000 9.98036e-001 120.212 1.00000e+000 116.620 1.00395e+000 0.090 1.00396e+000 0.000 1.03104e+000 44.215 6.34774e+001 147.407 1.00000e+000 -0.000 1.56627e-002 30.212 1.57556e-002 -89.910 1.00000e+000 -121.690 2.49509e-001 -176.408 1.56627e-002 -149.788 1.57556e-002 90.090
2.5950e+000 1.00000e+000 58.310 6.12158e-002 -86.490 1.00000e+000 0.000 9.98125e-001 120.130 1.00000e+000 116.620 1.00377e+000 0.088 1.00378e+000 0.000 1.02965e+000 44.526 6.49824e+001 147.428 1.00000e+000 0.000 1.53039e-002 30.130 1.53906e-002 -89.912 1.00000e+000 -121.690 2.49531e-001 -176.490 1.53039e-002 -149.870 1.53906e-002 90.088
2.6561e+000 1.00000e+000 58.310 5.98135e-002 -86.571 1.00000e+000 0.000 9.98210e-001 120.049 1.00000e+000 116.620 1.00360e+000 0.086 1.00360e+000 0.000 1.02832e+000 44.832 6.65226e+001 147.449 1.00000e+000 -0.000 1.49534e-002 30.049 1.50342e-002 -89.914 1.00000e+000 -121.690 2.49552e-001 -176.571 1.49534e-002 -149.951 1.50342e-002 90.086
2.7186e+000 1.00000e+000 58.310 5.84432e-002 -86.650 1.00000e+000 0.000 9.98291e-001 119.971 1.00000e+000 116.620 1.00344e+000 0.084 1.00344e+000 0.000 1.02705e+000 45.130 6.80987e+001 147.469 1.00000e+000 -0.000 1.46108e-002 29.971 1.46861e-002 -89.916 1.00000e+000 -121.690 2.49573e-001 -176.650 1.46108e-002 -150.029 1.46861e-002 90.084
2.7826e+000 1.00000e+000 58.310 5.71040e-002 -86.726 1.00000e+000 0.000 9.98368e-001 119.894 1.00000e+000 116.620 1.00328e+000 0.082 1.00328e+000 0.000 1.02584e+000 45.423 6.97117e+001 147.488 1.00000e+000 0.000 1.42760e-002 29.894 1.43462e-002 -89.918 1.00000e+000 -121.690 2.49592e-001 -176.726 1.42760e-002 -150.106 1.43462e-002 90.082
2.8480e+000 1.00000e+000 58.310 5.57953e-002 -86.802 1.00000e+000 0.000 9.98442e-001 119.819 1.00000e+000 116.620 1.00313e+000 0.080 1.00313e+000 0.000 1.02468e+000 45.710 7.13624e+001 147.507 1.00000e+000 -0.000 1.39488e-002 29.819 1.40143e-002 -89.920 1.00000e+000 -121.690 2.49611e-001 -176.802 1.39488e-002 -150.181 1.40143e-002 90.080
2.9151e+000 1.00000e+000 58.310 5.45164e-002 -86.875 1.00000e+000 0.000 9.98513e-001 119.745 1.00000e+000 116.620 1.00299e+000 0.078 1.00299e+000 0.000 1.02357e+000 45.991 7.30517e+001 147.526 1.00000e+000 -0.000 1.36291e-002 29.745 1.36902e-002 -89.922 1.00000e+000 -121.690 2.49628e-001 -176.875 1.36291e-002 -150.255 1.36902e-002 90.078
2.9836e+000 1.00000e+000 58.310 5.32667e-002 -86.947 1.00000e+000 0.000 9.98580e-001 119.674 1.00000e+000 116.620 1.00285e+000 0.077 1.00285e+000 0.000 1.02251e+000 46.266 7.47806e+001 147.544 1.00000e+000 -0.000 1.33167e-002 29.674 1.33736e-002 -89.923 1.00000e+000 -121.690 2.49645e-001 -176.947 1.33167e-002 -150.326 1.33736e-002 90.077
3.0539e+000 1.00000e+000 58.310 5.20454e-002 -87.017 1.00000e+000 0.000 9.98645e-001 119.603 1.00000e+000 116.620 1.00272e+000 0.075 1.00272e+000 0.000 1.02150e+000 46.535 7.65498e+001 147.562 1.00000e+000 0.000 1.30114e-002 29.603 1.30645e-002 -89.925 1.00000e+000 -121.690 2.49661e-001 -177.017 1.30114e-002 -150.397 1.30645e-002 90.075
3.1257e+000 1.00000e+000 58.310 5.08520e-002 -87.085 1.00000e+000 0.000 9.98706e-001 119.535 1.00000e+000 116.620 1.00260e+000 0.073 1.00260e+000 0.000 1.02053e+000 46.798 7.83605e+001 147.579 1.00000e+000 0.000 1.27130e-002 29.535 1.27626e-002 -89.927 1.00000e+000 -121.690 2.49677e-001 -177.085 1.27130e-002 -150.465 1.27626e-002 90.073
3.1993e+000 1.00000e+000 58.310 4.96859e-002 -87.152 1.00000e+000 0.000 9.98765e-001 119.468 1.00000e+000 116.620 1.00248e+000 0.071 1.00248e+000 0.000 1.01961e+000 47.056 8.02136e+001 147.596 1.00000e+000 0.000 1.24215e-002 29.468 1.24677e-002 -89.929 1.00000e+000 -121.690 2.49691e-001 -177.152 1.24215e-002 -150.532 1.24677e-002 90.071
3.2745e+000 1.00000e+000 58.310 4.85463e-002 -87.217 1.00000e+000 0.000 9.98821e-001 119.403 1.00000e+000 116.620 1.00237e+000 0.070 1.00237e+000 0.000 1.01872e+000 47.308 8.21101e+001 147.612 1.00000e+000 0.000 1.21366e-002 29.403 1.21797e-002 -89.930 1.00000e+000 -121.690 2.49705e-001 -177.217 1.21366e-002 -150.597 1.21797e-002 90.070
3.3516e+000 1.00000e+000 58.310 4.74328e-002 -87.281 1.00000e+000 0.000 9.98874e-001 119.339 1.00000e+000 116.620 1.00226e+000 0.068 1.00226e+000 0.000 1.01788e+000 47.555 8.40510e+001 147.628 1.00000e+000 -0.000 1.18582e-002 29.339 1.18984e-002 -89.932 1.00000e+000 -121.690 2.49719e-001 -177.281 1.18582e-002 -150.661 1.18984e-002 90.068
3.4305e+000 1.00000e+000 58.310 4.63447e-002 -87.344 1.00000e+000 0.000 9.98926e-001 119.276 1.00000e+000 116.620 1.00216e+000 0.067 1.00216e+000 0.000 1.01707e+000 47.797 8.60373e+001 147.644 1.00000e+000 -0.000 1.15862e-002 29.276 1.16236e-002 -89.933 1.00000e+000 -121.690 2.49731e-001 -177.344 1.15862e-002 -150.724 1.16236e-002 90.067
3.5112e+000 1.00000e+000 58.310 4.52814e-002 -87.405 1.00000e+000 0.000 9.98974e-001 119.215 1.00000e+000 116.620 1.00206e+000 0.065 1.00206e+000 0.000 1.01630e+000 48.033 8.80702e+001 147.659 1.00000e+000 0.000 1.13204e-002 29.215 1.13553e-002 -89.935 1.00000e+000 -121.690 2.49744e-001 -177.405 1.13204e-002 -150.785 1.13553e-002 90.065
3.5938e+000 1.00000e+000 58.310 4.42424e-002 -87.464 1.00000e+000 0.000 9.99021e-001 119.156 1.00000e+000 116.620 1.00196e+000 0.064 1.00197e+000 0.000 1.01557e+000 48.265 9.01508e+001 147.675 1.00000e+000 0.000 1.10606e-002 29.156 1.10932e-002 -89.936 1.00000e+000 -121.690 2.49755e-001 -177.464 1.10606e-002 -150.844 1.10932e-002 90.064
3.6784e+000 1.00000e+000 58.310 4.32272e-002 -87.522 1.00000e+000 0.000 9.99065e-001 119.098 1.00000e+000 116.620 1.00188e+000 0.062 1.00188e+000 0.000 1.01487e+000 48.491 9.22801e+001 147.689 1.00000e+000 -0.000 1.08068e-002 29.098 1.08372e-002 -89.938 1.00000e+000 -121.690 2.49766e-001 -177.522 1.08068e-002 -150.902 1.08372e-002 90.062
3.7649e+000 1.00000e+000 58.310 4.22352e-002 -87.579 1.00000e+000 0.000 9.99108e-001 119.041 1.00000e+000 116.620 1.00179e+000 0.061 1.00179e+000 0.000 1.01420e+000 48.713 9.44594e+001 147.704 1.00000e+000 0.000 1.05588e-002 29.041 1.05872e-002 -89.939 1.00000e+000 -121.690 2.49777e-001 -177.579 1.05588e-002 -150.959 1.05872e-002 90.061
3.8535e+000 1.00000e+000 58.310 4.12659e-002 -87.635 1.00000e+000 0.000 9.99148e-001 118.985 1.00000e+000 116.620 1.00171e+000 0.059 1.00171e+000 0.000 1.01355e+000 48.929 9.66897e+001 147.717 1.00000e+000 -0.000 1.03165e-002 28.985 1.03429e-002 -89.941 1.00000e+000 -121.690 2.49787e-001 -177.635 1.03165e-002 -151.015 1.03429e-002 90.059
